,sentences,dataset
682,"as more is learned about protein aggregation and its downstream effects leading to cell injury and death, one hopes that future treatment strategies will take advantage of any pathogenic overlap and therefore be more broadly applicable across these devastating disorders",custom_mturk
683,"the dementia rates are correlated with population density, and it is possible that the association between al and dementia might be due to differences in diagnosis and reporting of dementia",custom_mturk
684,"the dementia rates are correlated with population density, and it is possible that the association between al and dementia might be due to differences in diagnosis and reporting of dementia",custom_mturk
685,"the deletion of 2 consecutive bases in a protein results in an altered reading frame and, thus, a protein with an amino acid sequence unrelated to that specified in the original gene",custom_mturk
686,"at a minimum, one can expect that effective treatments in one of these disorders should guide and facilitate the development of treatment in the others",custom_mturk
687,"at a minimum, one can expect that effective treatments in one of these disorders should guide and facilitate the development of treatment in the others",custom_mturk
688,"thus, the present study can only be regarded as introductory, and further epidemiological studies are needed to help elucidate the role of al in alzheimer disease",custom_mturk
689,"thus, the present study can only be regarded as introductory, and further epidemiological studies are needed to help elucidate the role of al in alzheimer disease",custom_mturk
690,the results provide little evidence of an association between al in drinking water and parkinson disease or amyotrophic lateral sclerosis,custom_mturk
691,the results provide little evidence of an association between al in drinking water and parkinson disease or amyotrophic lateral sclerosis,custom_mturk
692,"once the type of dementia is determined, treatment can be initiated based upon the distinctive neurotransmitter deficits associated with each disease",custom_mturk
693,"once the type of dementia is determined, treatment can be initiated based upon the distinctive neurotransmitter deficits associated with each disease",custom_mturk
694,we now report a g to a transition in the intron following exon 10 of the gene for microtubule associated protein tau in familial mstd,custom_mturk
695,"transient neonatal diabetes is associated with abnormalities of chromosome 6, whereas mutations in insulin promoter factor 1 result in pancreatic agenesis and permanent neonatal diabetes",custom_mturk
696,"however, neurotransmitter modifying agents only treat symptoms and do little to slow down, and nothing to prevent, the disorder",custom_mturk
697,"however, neurotransmitter modifying agents only treat symptoms and do little to slow down, and nothing to prevent, the disorder",custom_mturk
698,"yet vigorous efforts are under way to develop treatments that modify the basic causes for alzheimer disease, frontotemporal dementia, dlb, and creutzfeldt jakob disease; effective therapeutic approaches to these conditions will require an understanding of their molecular basis",custom_mturk
699,"yet vigorous efforts are under way to develop treatments that modify the basic causes for alzheimer disease, frontotemporal dementia, dlb, and creutzfeldt jakob disease; effective therapeutic approaches to these conditions will require an understanding of their molecular basis",custom_mturk
700,these findings reveal that a departure from the normal ratio of four repeat to three repeat tau isoforms leads to the formation of abnormal tau filaments,custom_mturk
701,these findings reveal that a departure from the normal ratio of four repeat to three repeat tau isoforms leads to the formation of abnormal tau filaments,custom_mturk
702,the results show that dysregulation of tau protein production can cause neurodegeneration and imply that the ftdp 17 gene is the tau gene,custom_mturk
703,the results show that dysregulation of tau protein production can cause neurodegeneration and imply that the ftdp 17 gene is the tau gene,custom_mturk
704,dominantly inherited mutations in the genes encoding presenilins (ps) and the amyloid precursor protein (app) are the major causes of familial alzheimer disease (ad),custom_mturk
705,dominantly inherited mutations in the genes encoding presenilins (ps) and the amyloid precursor protein (app) are the major causes of familial alzheimer disease (ad),custom_mturk
706,"the prevailing view of ad pathogenesis posits that accumulation of beta amyloid (abeta) peptides, particularly abeta42, is the central event triggering neurodegeneration",custom_mturk
707,"emerging evidence, however, suggests that loss of essential functions of ps could better explain dementia and neurodegeneration in ad",custom_mturk
708,"emerging evidence, however, suggests that loss of essential functions of ps could better explain dementia and neurodegeneration in ad",custom_mturk
709,"first, conditional inactivation of ps in the adult mouse brain causes progressive memory loss and neurodegeneration resembling ad, whereas mouse models based on overproduction of abeta have failed to produce neurodegeneration",custom_mturk
710,"first, conditional inactivation of ps in the adult mouse brain causes progressive memory loss and neurodegeneration resembling ad, whereas mouse models based on overproduction of abeta have failed to produce neurodegeneration",custom_mturk
711,"second, whereas pathogenic ps mutations enhance abeta42 production, they typically reduce abeta40 generation and impair other ps dependent activities",custom_mturk
712,"second, whereas pathogenic ps mutations enhance abeta42 production, they typically reduce abeta40 generation and impair other ps dependent activities",custom_mturk
713,these findings indicate that brain metabolism as assessed by fdg pet during mental rest is a sensitive marker of disease progression in alzheimer disease over a 1 year period,custom_mturk
714,"based on these and other observations, we propose that partial loss of ps function may underlie memory impairment and neurodegeneration in the pathogenesis of ad",custom_mturk
715,"based on these and other observations, we propose that partial loss of ps function may underlie memory impairment and neurodegeneration in the pathogenesis of ad",custom_mturk
716,"we also speculate that abeta42 may act primarily to antagonize ps dependent functions, possibly by operating as an active site directed inhibitor of gamma secretase",custom_mturk
717,"we also speculate that abeta42 may act primarily to antagonize ps dependent functions, possibly by operating as an active site directed inhibitor of gamma secretase",custom_mturk
718,met hb is an important indicator for oxidative stress in diabetes,custom_mturk
719,met hb is an important indicator for oxidative stress in diabetes,custom_mturk
720,"it is suggested that the early gtomerutopathy entails other structural modifications, including formation of new vessels which may be the site of leakage",custom_mturk
721,"it is suggested that the early gtomerutopathy entails other structural modifications, including formation of new vessels which may be the site of leakage",custom_mturk
722,microglia have been argued to be responsible for either beta amyloid (abeta) deposition  or abeta clearance,custom_mturk
723,microglia have been argued to be responsible for either beta amyloid (abeta) deposition  or abeta clearance,custom_mturk
724,microglia are normally kept in a tightly regulated inactive state; activation is typically short lived and protective toward neurons and other neural components,custom_mturk
725,microglia are normally kept in a tightly regulated inactive state; activation is typically short lived and protective toward neurons and other neural components,custom_mturk
726,"however, microglia are chronically active in late stage ad",custom_mturk
727,"however, microglia are chronically active in late stage ad",custom_mturk
728,"the activation of microglia is probably a response to the deposition of fibrillar abeta in ad, however the activation is not a necessary correlate of abeta deposition",custom_mturk
729,"the activation of microglia is probably a response to the deposition of fibrillar abeta in ad, however the activation is not a necessary correlate of abeta deposition",custom_mturk
730,these individuals also fail to exhibit microglial reactivity to the abeta deposits,custom_mturk
731,these individuals also fail to exhibit microglial reactivity to the abeta deposits,custom_mturk
732,"in recent years, it has been reported that chronic nonsteroidal anti inflammatory drug (nsaid) use is able to delay the onset and possibly reduce the risk of ad",custom_mturk
733,"in recent years, it has been reported that chronic nonsteroidal anti inflammatory drug (nsaid) use is able to delay the onset and possibly reduce the risk of ad",custom_mturk
734,"to reduce the risk of gi injury, new classes of nsaids have been developed, including selective inhibitors of cyclooxygenase 2 (cox2) and nitric oxide (no) donating nsaids (nitro nsaids)",custom_mturk
735,replacement of nocturnal spikes of growth hormone faithfully reproduced the increase in hepatic glucose production at dawn of the control study,custom_mturk
736,"the nitro nsaid used in these studies, 3 [4 (2 fluoro alpha methyl [1,1 biphenyl] 4 acetyloxy) 3 methoxyphenyl]  2 propenoic acid 4 nitrooxy butyl ester (ncx 2216), consists of a nitroxybutyl ester moiety coupled to flurbiprofen via a methoxyphenyl (ferulic acid) linker",custom_mturk
737,"the nitro nsaid used in these studies, 3 [4 (2 fluoro alpha methyl [1,1 biphenyl] 4 acetyloxy) 3 methoxyphenyl]  2 propenoic acid 4 nitrooxy butyl ester (ncx 2216), consists of a nitroxybutyl ester moiety coupled to flurbiprofen via a methoxyphenyl (ferulic acid) linker",custom_mturk
738,"it is concluded that the dawn phenomenon in type 1 diabetes mellitus examined during optimal insulin replacement, first, is due solely to a decrease in insulin sensitivity and not to an increase in insulin clearance; second, that the decrease in insulin sensitivity at dawn takes place both in the liver and peripheral tissues; third, that the decrease in hepatic (and most likely extrahepatic) insulin sensitivity at dawn is caused by nocturnal spikes of growth hormone secretion",custom_mturk
