,dataset,sentences
4936,ade,Acute renal failure most likely was secondary to the nephrotoxic effect of captopril on chronically hypoperfused kidneys
4937,ade,In a patient with severe renovascular hypertension nonoliguric acute renal failure developed after she received captopril treatment
4938,ade,Nonoliguric acute renal failure after captopril therapy
4939,ade,Captopril induced acute reversible renal failure
4940,ade,The 5 patients had severe renovascular disease which might thus represent a significant risk factor in the development of captopril induced acute renal failure
4941,ade,We report 5 cases of acute reversible renal failure coinciding with the onset of treatment with captopril in patients with severe drug resistant hypertension
4942,ade,A case of mania associated with fluoxetine
4943,ade,A depressed woman with no history of bipolar illness developed a manic episode during treatment with fluoxetine
4944,ade,Alopecia nausea and vomiting were attributed to the cyclophosphamide component of the therapy
4945,ade,Alopecia nausea and vomiting were attributed to the cyclophosphamide component of the therapy
4946,ade,Alopecia nausea and vomiting were attributed to the cyclophosphamide component of the therapy
4947,ade,Haemolytic uraemic syndrome complicating long term mitomycin C and 5 fluorouracil therapy for gastric carcinoma
4948,ade,Haemolytic uraemic syndrome complicating long term mitomycin C and 5 fluorouracil therapy for gastric carcinoma
4949,ade,Three cases of acute renal toxicity in patients receiving long term therapy with mitomycin C and 5 fluorouracil are reported
4950,ade,Three cases of acute renal toxicity in patients receiving long term therapy with mitomycin C and 5 fluorouracil are reported
4951,ade,Oral 25 hydroxyvitain D3 in treatment of osteomalacia associated with ileal resection and cholestyramine therapy
4952,ade,Severe histological osteomalacia developed in a woman with Crohn's disease 2 years after ileal resection and the start of cholestyramine therapy
4953,ade,Treatment of lithium tremor with metoprolol
4954,ade,Two patients with bipolar affective disorder and a history of bronchospastic phenomena experienced tremor during lithium carbonate therapy
4955,ade,Intravenous diazepam exacerbated the seizures
4956,ade,A 52 year old Black woman on phenytoin therapy for post traumatic epilepsy developed transient hemiparesis contralateral to the injury
4957,ade,A possible mechanism for focal neurological deficit in brain damaged patients on phenytoin therapy is discussed
4958,ade,Transient hemiparesis caused by phenytoin toxicity
4959,ade,A 7 year old boy developed a severe unilateral grand mal seizure at the age of 5 years (phenobarbitone therapy); 1.5 years later valproate (2 propylpentanoic acid VPA) was added to the therapy
4960,ade,A 7 year old boy developed a severe unilateral grand mal seizure at the age of 5 years (phenobarbitone therapy); 1.5 years later valproate (2 propylpentanoic acid VPA) was added to the therapy
4961,ade,A 7 year old boy developed a severe unilateral grand mal seizure at the age of 5 years (phenobarbitone therapy); 1.5 years later valproate (2 propylpentanoic acid VPA) was added to the therapy
4962,ade,A 7 year old boy developed a severe unilateral grand mal seizure at the age of 5 years (phenobarbitone therapy); 1.5 years later valproate (2 propylpentanoic acid VPA) was added to the therapy
4963,ade,Cefoxitin therapy for Mycobacterium fortuitum bacteremia with associated granulomatous hepatitis
4964,ade,Stroke like syndrome after gold sodium thiomalate induced vasomotor reaction
4965,ade,Stroke like syndrome after gold sodium thiomalate induced vasomotor reaction
4966,ade,Vasomotor reactions after gold sodium thiomalate are well recognized
4967,ade,Gold nephropathy due to auranofin obscured by tolmetin pseudoproteinuria
4968,ade,Gold nephropathy due to auranofin obscured by tolmetin pseudoproteinuria
4969,ade,Gold nephropathy due to auranofin obscured by tolmetin pseudoproteinuria
4970,ade,Gold nephropathy due to auranofin obscured by tolmetin pseudoproteinuria
4971,ade,A 52 year old white female developed low grade fever cough and dyspnea after 8 weeks treatment with sodium aurothiomalate for rheumatoid arthritis
4972,ade,A 52 year old white female developed low grade fever cough and dyspnea after 8 weeks treatment with sodium aurothiomalate for rheumatoid arthritis
4973,ade,A 52 year old white female developed low grade fever cough and dyspnea after 8 weeks treatment with sodium aurothiomalate for rheumatoid arthritis
4974,ade,Pulmonary gold toxicity
4975,ade,Cyclophosphamide can rarely cause interstitial pneumonitis and fibrosis
4976,ade,Cyclophosphamide can rarely cause interstitial pneumonitis and fibrosis
4977,ade,Cyclophosphamide pneumonitis
4978,ade,The temporal sequence of the respiratory insufficiency and the histopathology when compared to the previous examples in the literature suggest that cyclophosphamide was aetiologically responsible for the lung disease
4979,ade,The temporal sequence of the respiratory insufficiency and the histopathology when compared to the previous examples in the literature suggest that cyclophosphamide was aetiologically responsible for the lung disease
4980,ade,A reversible toxic liver damage was observed in a non alcoholic woman treated with disulfiram
4981,ade,Toxic hepatitis induced by disulfiram in a non alcoholic
4982,ade,One type of SMON is associated with acrodermatitis enteropathica which has a very high frequency of occurrence in association with administration of clioquinol
4983,ade,One type of SMON is associated with acrodermatitis enteropathica which has a very high frequency of occurrence in association with administration of clioquinol
4984,ade,Four patients receiving high dose tamoxifen for greater than 1 year have demonstrated similar retinal changes
4985,ade,Tamoxifen retinopathy
4986,ade,These findings suggest that the corneal and retinal changes are the result of a toxic effect of tamoxifen when used in the doses and duration described
4987,ade,Mammary gigantism is a rare complication of D penicillamine treatment
4988,ade,Although they had complex medical problems the high serum concentrations of ampicillin at the time of seizures without their recurrence after discontinuing the antibiotic suggest that the seizures were related to the ampicillin therapy
4989,ade,Although they had complex medical problems the high serum concentrations of ampicillin at the time of seizures without their recurrence after discontinuing the antibiotic suggest that the seizures were related to the ampicillin therapy
4990,ade,Ampicillin associated seizures
4991,ade,Two patients had ampicillin associated seizures
4992,ade,After the patient discontinued rifampicin the skin lesions cleared completely within 5 weeks without any systemic medication
4993,ade,Pemphigus foliaceus induced by rifampicin
4994,ade,Pemphigus foliaceus was seen in a patient with pulmonary tuberculosis during rifampicin therapy
4995,ade,Hyponatremia in patients treated with lorcainide a new antiarrhythmic drug
4996,ade,In eight patients a mean decrease in serum Na+ of 8.25 +   3.2 mEq L was observed after a single 200 mg intravenous dose of lorcainide
4997,ade,It is concluded that SIADH is an important side effect of lorcainide therapy
4998,ade,One patient developed severe hyponatremia with serum Na+ of 108 mEq L when hydrochlorothiazide was given to control hypertension
4999,ade,Sixteen of 33 patients developed significant hyponatremia and hypoosmolality during oral treatment with lorcainide
5000,ade,Sixteen of 33 patients developed significant hyponatremia and hypoosmolality during oral treatment with lorcainide
5001,ade,Acute intravascular hemolysis developed when a diabetic patient previously treated with glyburide was started on another oral sulfonylurea drug chlorpropamide
5002,ade,Acute intravascular hemolysis developed when a diabetic patient previously treated with glyburide was started on another oral sulfonylurea drug chlorpropamide
5003,ade,Chlorpropamide induced hemolytic anemia
5004,ade,In a 61 year old man receiving chronic low dosage amiodarone an interstitial pneumopathy was observed
5005,ade,Interstitial pneumopathy and low dosage amiodarone
5006,ade,Alternating sinus rhythm and intermittent sinoatrial block induced by propranolol
5007,ade,Alternating sinus rhythm and intermittent sinoatrial block induced by propranolol
5008,ade,Alternating sinus rhythm and intermittent sinoatrial (S A) block was observed in a 57 year old woman under treatment for angina with 80 mg propranolol daily
5009,ade,Alternating sinus rhythm and intermittent sinoatrial (S A) block was observed in a 57 year old woman under treatment for angina with 80 mg propranolol daily
5010,ade,The abnormal rhythm disappeared with the withdrawal of propranolol and when the drug was restarted a 2 1 S A block was seen
5011,ade,This was accepted as evidence for propranolol being the cause of this conduction disorder
5012,ade,A further case of anaphylactoid reaction to methylprednisolone is reported
5013,ade,Anaphylactoid reaction to methylprednisolone pulsed therapy for multiple sclerosis
5014,ade,Although lung specimens were lacking from these three patients it is suggested that the pulmonary toxicity of CCNU may be dose related
5015,ade,Pulmonary fibrosis subsequent to high doses of CCNU for chronic myeloid leukemia
5016,ade,The responsibility of CCNU in the pathogenesis of pulmonary fibrosis seems very likely
5017,ade,Two patients treated for chronic myeloid leukemia with high doses of CCNU (1100 mg m2 and 1240 mg m2 respectively) developed a fatal pulmonary fibrosis
5018,ade,Additive pulmonary toxicity with melphalan and busulfan therapy
5019,ade,Additive pulmonary toxicity with melphalan and busulfan therapy
5020,ade,We report a 59 year old patient with chronic myeloid leukemia who developed severe interstitial lung fibrosis after short term and sequential treatment with melphalan and busulfan
5021,ade,We report a 59 year old patient with chronic myeloid leukemia who developed severe interstitial lung fibrosis after short term and sequential treatment with melphalan and busulfan
5022,ade,After taking cholestyramine II sachets twice daily for two months she presented with lethargy confusion and drowsiness
5023,ade,After taking cholestyramine II sachets twice daily for two months she presented with lethargy confusion and drowsiness
5024,ade,After taking cholestyramine II sachets twice daily for two months she presented with lethargy confusion and drowsiness
5025,ade,Cholestyramine induced hyperchloremic metabolic acidosis
5026,ade,It is presumed that her hyperchloremic metabolic acidosis was secondary to cholestyramine because of the similarity to pediatric reports; the rapid and lasting response to intravenous sodium bicarbonate; the absence of another etiology; normal serum potassium chloride and bicarbonate despite continued spironolactone therapy after recovery
5027,ade,The first reported case in an adult of cholestyramine induced hyperchloremic metabolic acidosis is a 70 year old female with a two year history of primary biliary cirrhosis confirmed by histologic and immunologic criteria
5028,ade,Although myelosuppression is mild immunosuppression and superinfection are potential hazards of treatment with DCF
5029,ade,Although myelosuppression is mild immunosuppression and superinfection are potential hazards of treatment with DCF
5030,ade,The ocular toxicity of DCF previously described as conjunctivitis appears to be a keratitis of moderate severity which requires further study
5031,ade,The ocular toxicity of DCF previously described as conjunctivitis appears to be a keratitis of moderate severity which requires further study
5032,ade,The ocular toxicity of DCF previously described as conjunctivitis appears to be a keratitis of moderate severity which requires further study
5033,ade,Because there were no other obvious causes of renal failure in either patient we propose that skeletal muscle ischemia developed during vasopressin infusion followed by release of myoglobin and renal damage
5034,ade,Because there were no other obvious causes of renal failure in either patient we propose that skeletal muscle ischemia developed during vasopressin infusion followed by release of myoglobin and renal damage
5035,ade,Myoglobinuria and acute renal failure associated with intravenous vasopressin infusion
5036,ade,Myoglobinuria and acute renal failure associated with intravenous vasopressin infusion
5037,ade,Myoglobinuria and acute renal failure were observed in two patients with vasopressin treated gastrointestinal hemorrhage
5038,ade,Myoglobinuria and acute renal failure were observed in two patients with vasopressin treated gastrointestinal hemorrhage
5039,ade,A major limitation in the use of amphotericin B is its potential to cause nephrotoxicity
5040,ade,Amphotericin B nephrotoxicity in humans decreased by salt repletion
5041,ade,Experience with five patients in whom impaired renal function developed early during amphotericin B therapy is reported
5042,ade,Gynecomastia developed in two epileptic patients some months after the addition of oral fluoresone 750 mg daily to the phenobarbital and phenytoin already being administered
5043,ade,Gynecomastia developed in two epileptic patients some months after the addition of oral fluoresone 750 mg daily to the phenobarbital and phenytoin already being administered
5044,ade,Gynecomastia developed in two epileptic patients some months after the addition of oral fluoresone 750 mg daily to the phenobarbital and phenytoin already being administered
5045,ade,Gynecomastia in epileptics treated with phenobarbital phenytoin and fluoresone two case reports
5046,ade,Gynecomastia in epileptics treated with phenobarbital phenytoin and fluoresone two case reports
5047,ade,Gynecomastia in epileptics treated with phenobarbital phenytoin and fluoresone two case reports
5048,ade,Case report of withdrawal dyskinesia associated with amoxapine
5049,ade,Occurrence of withdrawal dyskinesia indicates that the neuroleptic effects of amoxapine may be clinically significant
5050,ade,The authors describe a case of oral facial dyskinesia that occurred after discontinuation of amoxapine and antidepressant which may also have neuroleptic effects
5051,ade,A case of toxic hepatitis caused by combination therapy with methotrexate and etretinate in the treatment of severe psoriasis is presented in a 47 year old woman
5052,ade,A case of toxic hepatitis caused by combination therapy with methotrexate and etretinate in the treatment of severe psoriasis is presented in a 47 year old woman
5053,ade,Toxic hepatitis due to combination therapy with methotrexate and etretinate in psoriasis
5054,ade,Toxic hepatitis due to combination therapy with methotrexate and etretinate in psoriasis
5055,ade,Metabolic balance studies and rechallenge with hydrochlorothiazide were undertaken to investigate the mechanism of the thiazide induced hyponatremia
5056,ade,A 58 year old woman developed unilateral acute angle closure glaucoma four days after the application of a patch of transdermal scopolamine delivery system (TRANSDERM V)
5057,ade,A case history of a 15 year old boy who developed incapacitating tardive dyskinesia that resolved during treatment with deanol is presented
5058,ade,Cephalosporins are most likely associated with Vitamin K deficiency
5059,ade,Coagulopathy associated with the use of cephalosporin or moxalactam antibiotics in acute and chronic renal failure
5060,ade,Coagulopathy associated with the use of cephalosporin or moxalactam antibiotics in acute and chronic renal failure
5061,ade,Moxalactam is more likely to be associated with platelet dysfunction
5062,ade,Nevertheless the coagulopathy seemed to be most closely associated with the administration of the cephalosporin
5063,ade,Nine azotemic patients who developed a coagulopathy associated with the use of either cephalosporin or moxalactam antibiotics are reported
5064,ade,Nine azotemic patients who developed a coagulopathy associated with the use of either cephalosporin or moxalactam antibiotics are reported
5065,ade,A case is reported of a child with fatal pulmonary fibrosis following BCNU therapy
5066,ade,"Fatal pulmonary fibrosis following 1,3 bis(2 chloroethyl) 1 nitrosourea (BCNU) therapy"
5067,ade,"Fatal pulmonary fibrosis following 1,3 bis(2 chloroethyl) 1 nitrosourea (BCNU) therapy"
5068,ade,Thrombotic thrombocytopenic purpura during penicillamine therapy in rheumatoid arthritis
5069,ade,Thrombotic thrombocytopenic purpura (TTP) developed in a patient with seropositive rheumatoid arthritis (RA) after 2 1 2 months of treatment with penicillamine
5070,ade,Thrombotic thrombocytopenic purpura (TTP) developed in a patient with seropositive rheumatoid arthritis (RA) after 2 1 2 months of treatment with penicillamine
5071,ade,To our knowledge no prior cases of penicillamine induced TTP in RA have been reported
5072,ade,Amiodarone hydrochloride a new antiarrhythmic agent has been associated with pulmonary toxicity characterized by cough dyspnea and diffuse pulmonary infiltrates
5073,ade,Amiodarone hydrochloride a new antiarrhythmic agent has been associated with pulmonary toxicity characterized by cough dyspnea and diffuse pulmonary infiltrates
5074,ade,Amiodarone hydrochloride a new antiarrhythmic agent has been associated with pulmonary toxicity characterized by cough dyspnea and diffuse pulmonary infiltrates
5075,ade,Amiodarone hydrochloride a new antiarrhythmic agent has been associated with pulmonary toxicity characterized by cough dyspnea and diffuse pulmonary infiltrates
5076,ade,Possible recurrence of amiodarone pulmonary toxicity following corticosteroid therapy
5077,ade,To our knowledge this recurrence of amiodarone pulmonary toxicity has not been reported previously
5078,ade,We describe a case of fibrosing alveolitis diagnosed by lung biopsy in a patient receiving amiodarone which responded to corticosteroid therapy
5079,ade,A 61 year old male patient developed gynecomastia after starting theophylline
5080,ade,Gynecomastia associated with theophylline
5081,ade,No other endogenous or exogenous cause for the gynecomastia could be found except for the theophylline
5082,ade,The gynecomastia regressed when the theophylline was discontinued
5083,ade,Parenteral verapamil induced sustained hypotension
5084,ade,The incidence of oral verapamil induced hypotension in the presence of concomitant beta adrenergic blockade by the oral route is quite rare
5085,ade,We report a case of sustained hypotension after administration of parenteral verapamil
5086,ade,A 69 year old man developed pure red cell aplasia after taking fenoprofen for ten months
5087,ade,Pure red cell aplasia associated with fenoprofen
5088,ade,This case represents the third example of erythroid aplasia associated with an anti inflammatory agent and the first instance due to fenoprofen
5089,ade,Drug induced psychosis resulted from the administration of quinacrine hydrochloride at a dosage of 100 mg twice daily for the treatment of discoid lupus
5090,ade,A case of priapism associated with trazodone is described
5091,ade,Priapism associated with trazodone therapy case report
5092,ade,Charcoal haemoperfusion and cysteamine therapy led to the rapid removal of the paracetamol from the body and consequently prevented the development of severe hepatic necrosis
5093,ade,Anaphylactoid shock disseminated intravascular coagulation and anuric renal failure requiring dialysis occurred in a patient receiving zomepirac sodium for toothache
5094,ade,Anaphylactoid shock disseminated intravascular coagulation and anuric renal failure requiring dialysis occurred in a patient receiving zomepirac sodium for toothache
5095,ade,Anaphylactoid shock disseminated intravascular coagulation and anuric renal failure requiring dialysis occurred in a patient receiving zomepirac sodium for toothache
5096,ade,Focal renal cortical necrosis associated with zomepirac
5097,ade,The mechanism of anaphylactoid reaction to zomepirac in this case therefore remains unclear
5098,ade,Cimetidine induced fever
5099,ade,Cimetidine is a rare cause of drug induced fever
5100,ade,A 56 year old male parkinsonian patient developed a unique behavioral change following the oral administration of cinepazide a cerebral vasodilator
5101,ade,Unique behavioral change with cinepazide in parkinsonism
5102,ade,A 65 year old woman in the intensive care unit because of septic shock and acute renal failure had a small bowel obstruction due to Amphojel concretions
5103,ade,A patient with alcoholic cerebellar degeneration had periodic alternating nystagmus during a period of phenytoin intoxication
5104,ade,Although the data indicate an immune complex cause for gold salt nephropathy the incident antigen (or antigens) and mechanism of action remain unidentified
5105,ade,Gold nephropathy
5106,ade,Gold salt therapy may result in damage to proximal tubules that leak renal tubular antigens which in turn complex with autoantibody and produce an autoimmune membranous nephropathy
5107,ade,The nephrotic syndrome developed in a patient receiving therapy with gold for rheumatoid arthritis
5108,ade,Intrahepatic cholestasis and cutaneous bullae associated with glibenclamide therapy are described in a 61 year old diabetic patient who presented wit hypoglycaemic coma
5109,ade,Intrahepatic cholestasis and cutaneous bullae associated with glibenclamide therapy are described in a 61 year old diabetic patient who presented wit hypoglycaemic coma
5110,ade,Intrahepatic cholestasis and cutaneous bullae associated with glibenclamide therapy
5111,ade,Intrahepatic cholestasis and cutaneous bullae associated with glibenclamide therapy
5112,ade,These features have not previously been reported as side effects of glibenclamide therapy but intrahepatic cholestasis may occur with chlorpropamide a similar sulphonylurea agent
5113,ade,In four patients spasm occurred spontaneous and in one patient after 0.05 mg of ergonovine
5114,ade,The authors describe a woman with chronic schizophrenia who experienced delirium grand mal seizure and photosensitivity after the addition of propranolol to her neuroleptic regimen
5115,ade,The authors describe a woman with chronic schizophrenia who experienced delirium grand mal seizure and photosensitivity after the addition of propranolol to her neuroleptic regimen
5116,ade,The authors describe a woman with chronic schizophrenia who experienced delirium grand mal seizure and photosensitivity after the addition of propranolol to her neuroleptic regimen
5117,ade,Catatonia associated with disulfiram therapy
5118,ade,Neurophysiological mechanisms which aid in elucidating the role of disulfiram in the etiology of catatonia are discussed
5119,ade,This is the first report of a catatonic syndrome occurring in a patient receiving disulfiram treatment
5120,ade,Hepatic reactions to cyclofenil
5121,ade,Thirty patients with hepatic reactions to cyclofenil a non steroidal drug with a stimulating effect on ovulation are reviewed
5122,ade,Since early symptoms of the toxic effects of theophylline can mimic peptic ulcer disease cimetidine might be prescribed for the gastrointestinal symptoms with subsequent worsening of theophylline poisoning
5123,ade,A case of SIADH associated with desipramine treatment in an elderly depressed woman is described
5124,ade,Desipramine associated SIADH in an elderly woman case report
5125,ade,Prior reports have emphasized the tubular and interstitial lesions associated with intermittent or discontinuous rifampin therapy for tuberculosis
5126,ade,The spectrum of renal lesions occurring during antituberculous therapy particularly in association with rifampin may be wider than previously suspected
5127,ade,Within 3 weeks of beginning continuous daily isoniazid and rifampin therapy for pulmonary tuberculosis a patient developed acute renal failure
5128,ade,Within 3 weeks of beginning continuous daily isoniazid and rifampin therapy for pulmonary tuberculosis a patient developed acute renal failure
5129,ade,Nephrotic range pseudoproteinuria in a tolmetin treated patient
5130,ade,When tuberculosis patients on isoniazid eat certain varieties of fish they may develop a histamine reaction
5131,ade,Fulminant hepatitis associated with disulfiram
5132,ade,We report a case of fatal fulminant hepatitis caused by the use of disulfiram in a man with previously normal hepatocellular function
5133,ade,A 45 year old woman with thyrotoxicosis developed agranulocytosis after treatment with propylthiouracil
5134,ade,The patient was given methimazole instead of propylthiouracil but 10 weeks later agranulocytosis again occurred
5135,ade,This is to the best of our knowledge the first report of a case in which agranulocytosis followed treatment with both propylthiouracil and methimazole in the same patient
5136,ade,This is to the best of our knowledge the first report of a case in which agranulocytosis followed treatment with both propylthiouracil and methimazole in the same patient
5137,ade,A 55 yr old man developed prolonged jaundice and sicca complex after a course of thiabendazole therapy
5138,ade,A 55 yr old man developed prolonged jaundice and sicca complex after a course of thiabendazole therapy
5139,ade,Intrahepatic cholestasis and sicca complex after thiabendazole
5140,ade,Intrahepatic cholestasis and sicca complex after thiabendazole
5141,ade,The literature on thiabendazole induced cholestasis and its association with sicca complex is reviewed
5142,ade,The literature on thiabendazole induced cholestasis and its association with sicca complex is reviewed
5143,ade,She was placed on adjuvant Adriamycin (doxorubicin) chemotherapy but 6 months later died of Adriamycin toxicity
5144,ade,She was placed on adjuvant Adriamycin (doxorubicin) chemotherapy but 6 months later died of Adriamycin toxicity
5145,ade,She was placed on adjuvant Adriamycin (doxorubicin) chemotherapy but 6 months later died of Adriamycin toxicity
5146,ade,She was placed on adjuvant Adriamycin (doxorubicin) chemotherapy but 6 months later died of Adriamycin toxicity
5147,ade,She was placed on adjuvant Adriamycin (doxorubicin) chemotherapy but 6 months later died of Adriamycin toxicity
5148,ade,She was placed on adjuvant Adriamycin (doxorubicin) chemotherapy but 6 months later died of Adriamycin toxicity
5149,ade,Intracranial hemorrhage and focal seizures secondary to use of L asparaginase during induction therapy of acute lymphocytic leukemia
5150,ade,Intracranial hemorrhage and focal seizures secondary to use of L asparaginase during induction therapy of acute lymphocytic leukemia
5151,ade,Dural sinus thrombosis developed in two children with acute lymphoblastic leukemia during induction treatment with vincristine sulfate prednisone and asparaginase
5152,ade,Dural sinus thrombosis developed in two children with acute lymphoblastic leukemia during induction treatment with vincristine sulfate prednisone and asparaginase
5153,ade,Dural sinus thrombosis developed in two children with acute lymphoblastic leukemia during induction treatment with vincristine sulfate prednisone and asparaginase
5154,ade,The cause is presumed to be secondary to hypercoagulability due to asparaginase induced antithrombin III deficiency
5155,ade,Six patients with rheumatoid arthritis developed a syndrome resembling lupus erythematosus while being treated with penicillamine
5156,ade,Systemic lupus erythematosus during penicillamine therapy for rheumatoid arthritis
5157,ade,However the amount of prednisone required to maintain normotension resulted in Cushingoid features and has been discontinued
5158,ade,Clinicians should be aware of fasting hypoglycemia as an unusual but potentially serious complication of disopyramide therapy
5159,ade,Disopyramide (Norpace) induced hypoglycemia
5160,ade,Disopyramide (Norpace) induced hypoglycemia
5161,ade,Cefoxitin associated renal failure
5162,ade,The other woman had rheumatoid arthritis and developed acute tubular necrosis after treatment with gentamicin and cefoxitin
5163,ade,The other woman had rheumatoid arthritis and developed acute tubular necrosis after treatment with gentamicin and cefoxitin
5164,ade,Two elderly women suffered an acute deterioration of renal function after treatment with cefoxitin sodium
5165,ade,Transient anuria following administration of angiotensin I converting enzyme inhibitor (SQ 14225) in a patient with renal artery stenosis of the solitary kidney successfully treated with renal autotransplantation
5166,ade,We report on a patient with renal artery stenosis who had only 1 kidney and in whom acute renal impairment developed with transient anuria after the administration of captopril
5167,ade,We report on a patient with renal artery stenosis who had only 1 kidney and in whom acute renal impairment developed with transient anuria after the administration of captopril
5168,ade,A 44 year old woman is described in whom amiodarone disopyramide and quinidine administered alone separately induced atypical ventricular tachycardia (AVT torsade de pointes)
5169,ade,A 44 year old woman is described in whom amiodarone disopyramide and quinidine administered alone separately induced atypical ventricular tachycardia (AVT torsade de pointes)
5170,ade,A 44 year old woman is described in whom amiodarone disopyramide and quinidine administered alone separately induced atypical ventricular tachycardia (AVT torsade de pointes)
5171,ade,A 44 year old woman is described in whom amiodarone disopyramide and quinidine administered alone separately induced atypical ventricular tachycardia (AVT torsade de pointes)
5172,ade,A 44 year old woman is described in whom amiodarone disopyramide and quinidine administered alone separately induced atypical ventricular tachycardia (AVT torsade de pointes)
5173,ade,A 44 year old woman is described in whom amiodarone disopyramide and quinidine administered alone separately induced atypical ventricular tachycardia (AVT torsade de pointes)
5174,ade,A 44 year old woman is described in whom amiodarone disopyramide and quinidine administered alone separately induced atypical ventricular tachycardia (AVT torsade de pointes)
5175,ade,A 44 year old woman is described in whom amiodarone disopyramide and quinidine administered alone separately induced atypical ventricular tachycardia (AVT torsade de pointes)
5176,ade,A 44 year old woman is described in whom amiodarone disopyramide and quinidine administered alone separately induced atypical ventricular tachycardia (AVT torsade de pointes)
5177,ade,Amiodarone was the third drug to induce AVT in this patient; she received 200 mg day six days per week for six months
5178,ade,Atypical ventricular tachycardia (torsade de pointes) induced by amiodarone arrhythmia previously induced by quinidine and disopyramide
5179,ade,Atypical ventricular tachycardia (torsade de pointes) induced by amiodarone arrhythmia previously induced by quinidine and disopyramide
5180,ade,Atypical ventricular tachycardia (torsade de pointes) induced by amiodarone arrhythmia previously induced by quinidine and disopyramide
5181,ade,Atypical ventricular tachycardia (torsade de pointes) induced by amiodarone arrhythmia previously induced by quinidine and disopyramide
5182,ade,Two years later 24 hours following an increase in the dose of disopyramide from 300 to 600 mg day AVT with syncope occurred; isoproterenol abolished the arrhythmia instantly
5183,ade,Two years later 24 hours following an increase in the dose of disopyramide from 300 to 600 mg day AVT with syncope occurred; isoproterenol abolished the arrhythmia instantly
5184,ade,Although the existence of an acute pericarditis or an acute myocarditis as possible causes of the ST elevation cannot be fully ruled out the sudden onset prominent magnitude and brief duration of the ST elevation are perhaps more indicative of an acute ischemic event possibly related to a transient coronary vasoconstriction induced by the dopamine infusion
5185,ade,Complete remission of the nephrosis occurred after discontinuation of hydroxychloroquine therapy
5186,ade,Hepatitis following cimetidine administration
5187,ade,The case of an adult who developed both hepatic dysfunction and an impaired macrophage migration after exposure to cimetidine is discussed
5188,ade,The case of an adult who developed both hepatic dysfunction and an impaired macrophage migration after exposure to cimetidine is discussed
5189,ade,There have been only two reports of cimetidine induced hepatitis
5190,ade,A 66 year old mand suffering from severe coronary heart disease took digoxin with suicidal intent an was treated for the ensuing complete atrioventricular block with digoxin specific antibody fragments
5191,ade,Verapamil in effort induced angina pectoris in patients with normal coronary arteries
5192,ade,Flucytosine associated diarrhea has been previously described in 6% 10% of patients receiving the drug
5193,ade,This report describes a case of flucytosine associated ulcerating enteritis in which the small bowel x ray demonstrated severe luminal narrowing ulceration and marked separation of loops of bowel
5194,ade,This report describes a case of flucytosine associated ulcerating enteritis in which the small bowel x ray demonstrated severe luminal narrowing ulceration and marked separation of loops of bowel
5195,ade,This report describes a case of flucytosine associated ulcerating enteritis in which the small bowel x ray demonstrated severe luminal narrowing ulceration and marked separation of loops of bowel
5196,ade,This report describes a case of flucytosine associated ulcerating enteritis in which the small bowel x ray demonstrated severe luminal narrowing ulceration and marked separation of loops of bowel
5197,ade,Ulcerating enteritis associated with flucytosine therapy
5198,ade,Papilledema without peripheral neuropathy in a patient taking perhexiline maleate
5199,ade,An adolescent male developed acute pancreatitis and pseudocyst of the pancreas 16 weeks after cessation of intramuscular L asparaginase
5200,ade,An adolescent male developed acute pancreatitis and pseudocyst of the pancreas 16 weeks after cessation of intramuscular L asparaginase
5201,ade,Delayed pseudocyst of the pancreas can be a complication of intramuscular L asparaginase
5202,ade,L asparaginase induced pancreatitis has been reported during or closely following administration of the drug
5203,ade,Three cases of pseudocyst of the pancreas in two women and one man have previously been reported with the use of intravenous L asparaginase
5204,ade,In one patient treatment with DCA was associated with a decrease in blood lactate levels from 11.2 mM before treatment to 0.8 mM 16 h later
5205,ade,Nine delirious patients suffering from lithium intoxication were examined with the Mini Mental State Exam (MMS) to describe the clinical course of the disorder
5206,ade,The course of delirium due to lithium intoxication
5207,ade,Life threatening hyperkalemia induced by arginine
5208,ade,Marked hyperkalemia was observed during and immediately after an infusion of arginine monohydrochloride in two patients with severe hepatic disease and moderate renal insufficiency
5209,ade,A 58 year old man with rheumatoid arthritis developed lichen planus during treatment with gold
5210,ade,Acne provoked by gold seems not to have been described elsewhere
5211,ade,Lichen planus and acne provoked by gold
5212,ade,Lichen planus and acne provoked by gold
5213,ade,The case history confirms that gold treatment even in the same patient can give rise to a wide range of skin disturbances which in many cases do not break out until long after the drug has been withdrawn
5214,ade,Secondary hyperparathyroidism in certain patients with lithium nephrotoxicity is also possible
5215,ade,Secondary hyperparathyroidism in certain patients with lithium nephrotoxicity is also possible
5216,ade,These results indicate that lithium may cause biochemical hyperparathyroidism
5217,ade,A 57 year old woman with right bundle branch block +LPH and ventricular premature contractions developed complete heart block (CHB) following administration of disopyramide phosphate (Norpace)
5218,ade,A 57 year old woman with right bundle branch block +LPH and ventricular premature contractions developed complete heart block (CHB) following administration of disopyramide phosphate (Norpace)
5219,ade,A 57 year old woman with right bundle branch block +LPH and ventricular premature contractions developed complete heart block (CHB) following administration of disopyramide phosphate (Norpace)
5220,ade,A 57 year old woman with right bundle branch block +LPH and ventricular premature contractions developed complete heart block (CHB) following administration of disopyramide phosphate (Norpace)
5221,ade,Disopyramide induced heart block
